1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
0.00111237;0.0010614;0.00105397;0.00110385;0.00106388;0.00106406;0.00104048;0.00105023;0.0010282;0.00100813;0.00099205;0.00099886;0.00099983;0.00101127;0.00103764;0.00105682;0.00107769;0.00110409;0.00115822;0.00112298;0.00104464;0.00100486;0.00098919;0.00100289;0.00099478;0.00101006;0.00097921;0.00092849;0.00083294;0.00075458;0.00073383;0.00072716;0.00072329;0.00066581;0.00062924;0.00061064;0.00055571;0.00052333;0.00048592;0.00047034;0.00043456;0.00041925
0.0011245;0.00109034;0.00104519;0.00106526;0.00102798;0.00105417;0.00106051;0.0010601;0.00102766;0.00099316;0.00099174;0.00098834;0.00098774;0.00099034;0.0010445;0.00109465;0.00112031;0.00115014;0.00120965;0.00116857;0.00107346;0.00100821;0.00099648;0.00103094;0.00102481;0.00104407;0.00100503;0.00094412;0.00085893;0.00077936;0.00075067;0.00073602;0.00074191;0.00070093;0.00064901;0.00061415;0.00055901;0.00053686;0.0005012;0.00048362;0.00044784;0.00043198
0.00115913;0.00111419;0.00105506;0.0010434;0.00100645;0.00103107;0.00104992;0.00104307;0.00100827;0.00096812;0.00097784;0.00097415;0.00096222;0.00096533;0.00102298;0.00109474;0.00115028;0.0011838;0.00123798;0.00116381;0.00105377;0.00099175;0.00097914;0.00102909;0.0010414;0.00104165;0.00100143;0.00093727;0.00087665;0.0007888;0.00075397;0.00074673;0.00076084;0.0007236;0.00067311;0.00062831;0.00056751;0.00054426;0.00051594;0.00050206;0.00046735;0.00045208
0.00110468;0.00110616;0.00102864;0.00102217;0.00098345;0.00099892;0.00101782;0.00102117;0.00099699;0.00095795;0.00094448;0.00095023;0.00094282;0.00096255;0.00101446;0.00108432;0.0011558;0.001217;0.00127504;0.00119428;0.00106417;0.00098849;0.0009818;0.00101125;0.00102375;0.00100848;0.00098114;0.00094;0.00090003;0.00080188;0.00075753;0.00074834;0.00075655;0.00072769;0.00066692;0.00064666;0.00057879;0.00056726;0.00053538;0.00053021;0.00048293;0.00046576
0.00105244;0.00106156;0.00102335;0.00100436;0.0009854;0.00099177;0.00099432;0.0009952;0.00097723;0.00095555;0.00092255;0.0009355;0.00093632;0.00097014;0.00100022;0.00108087;0.0011695;0.0012629;0.00132959;0.00123138;0.00109197;0.00099582;0.00099445;0.00100355;0.00099635;0.00096854;0.00095558;0.00092306;0.00088947;0.00081232;0.00077627;0.00077697;0.00077215;0.00073788;0.00066909;0.0006384;0.00058771;0.00057454;0.0005429;0.00053712;0.00048782;0.00047359
0.00096661;0.0009927;0.00100536;0.00100548;0.00098364;0.00098516;0.00098277;0.00096515;0.00095476;0.00094651;0.00092215;0.00092345;0.00092208;0.00096396;0.00101273;0.00109456;0.00120246;0.00128528;0.0013575;0.0012769;0.0011478;0.00105075;0.00102573;0.00101362;0.00099666;0.00094607;0.00093138;0.00091;0.00088356;0.000818;0.00078239;0.00078838;0.00078808;0.00076528;0.00069414;0.00065686;0.00060364;0.00057774;0.00054553;0.00053397;0.00049792;0.00047823
0.00095287;0.0009451;0.0009681;0.00098801;0.00098744;0.00098427;0.00098766;0.00096187;0.00094827;0.00093931;0.00092306;0.00091186;0.00090982;0.00094984;0.00100451;0.00109626;0.00120408;0.00132239;0.00137901;0.00133333;0.00122837;0.00113633;0.00107801;0.00102129;0.00099074;0.00094466;0.00092461;0.00090186;0.00087555;0.00081527;0.00079603;0.00079805;0.00079931;0.00077111;0.00071057;0.00066424;0.0006075;0.00057607;0.00054884;0.00053075;0.00048682;0.0004642
0.00097705;0.00096144;0.00091228;0.000981;0.00098696;0.00101972;0.00101778;0.00100368;0.00095162;0.00093102;0.00091832;0.00092931;0.00092859;0.00094186;0.00098449;0.0010917;0.0012154;0.0013393;0.00141738;0.00139411;0.00133032;0.00126837;0.00119774;0.00111217;0.00102922;0.00096162;0.00093264;0.00089318;0.00086037;0.0008043;0.00078431;0.00078973;0.00079884;0.00077665;0.00073423;0.00068723;0.00062747;0.00057328;0.00054688;0.00053203;0.00049576;0.00046964
0.0010714;0.0010143;0.00093437;0.00095093;0.0009799;0.00103176;0.00104953;0.00103228;0.00097528;0.00093363;0.00091658;0.00092903;0.00094195;0.00094433;0.00098391;0.00108123;0.00122226;0.0013509;0.00145272;0.00144261;0.00140842;0.00136947;0.00130634;0.00120062;0.00108994;0.00101802;0.00097051;0.00091559;0.00084381;0.00077679;0.00076143;0.00077442;0.0007962;0.00077255;0.00075385;0.00071959;0.00067298;0.00060077;0.00056174;0.00053674;0.00051374;0.00049437
0.0011757;0.00111191;0.00100085;0.00096851;0.00096603;0.00100825;0.00105855;0.0010666;0.00101911;0.00097146;0.00094911;0.00093265;0.00094058;0.0009508;0.00099868;0.00109993;0.00121672;0.00136223;0.00148251;0.00150815;0.00150825;0.00148832;0.00143205;0.001308;0.00115953;0.00105601;0.00098256;0.00093155;0.00085564;0.00076953;0.00074879;0.00075008;0.00078002;0.00075596;0.00075013;0.00073615;0.0006908;0.00062809;0.00058212;0.00056399;0.00053017;0.00052428
0.00130578;0.00120462;0.00110875;0.0010199;0.00100393;0.00098324;0.00106397;0.00110819;0.00110394;0.00103278;0.00101117;0.00096974;0.00096504;0.00096868;0.00101393;0.00111633;0.00122661;0.00137089;0.00151776;0.00154977;0.00156477;0.00156114;0.0015202;0.00139098;0.00123951;0.001114;0.00102093;0.0009434;0.00084865;0.00078316;0.00074741;0.00076144;0.00078381;0.00076401;0.00075807;0.00074197;0.00070994;0.00065032;0.00060026;0.00058044;0.00054423;0.00054844
0.00135647;0.00130314;0.00123647;0.00113055;0.00109342;0.0010431;0.00105846;0.00111056;0.00113905;0.00109726;0.00106631;0.0010269;0.00099297;0.00097947;0.0010328;0.00113646;0.00125094;0.0013686;0.0015131;0.00156394;0.00160892;0.00161913;0.00160962;0.00146839;0.00131448;0.00116362;0.00105348;0.00097961;0.00088405;0.00081397;0.00076486;0.00075807;0.00078257;0.00075622;0.00074521;0.00072613;0.0007211;0.00067252;0.00063392;0.00060724;0.0005684;0.00057513
0.00140433;0.00136842;0.00137843;0.00124111;0.00118467;0.00111405;0.00110292;0.00110479;0.00113869;0.00113016;0.00113791;0.00110385;0.00107111;0.00104644;0.00105228;0.00114691;0.00125881;0.00138805;0.00149989;0.00152742;0.00158478;0.00162197;0.00165496;0.00152336;0.0013561;0.00117457;0.00106919;0.00100551;0.00093071;0.00084988;0.00079164;0.00077711;0.00078954;0.00076635;0.00075512;0.00072985;0.00074254;0.00071047;0.0006804;0.00063737;0.00060274;0.00060104
0.00144493;0.00145366;0.00146808;0.00144018;0.00135191;0.00129796;0.00122832;0.00115539;0.00113162;0.00115927;0.00119769;0.00121226;0.00116006;0.00113155;0.00109461;0.00115651;0.00126134;0.00138337;0.00149575;0.001508;0.00155171;0.00161566;0.00168175;0.00157244;0.00138872;0.00118252;0.00109537;0.00105933;0.00099145;0.0008991;0.0008311;0.0008156;0.00082513;0.0007967;0.00078336;0.00076088;0.00075307;0.00072944;0.00071795;0.00068935;0.00066078;0.00064526
0.00150777;0.00151889;0.0015572;0.00156798;0.00153437;0.00147711;0.001378;0.00122734;0.0011846;0.00118143;0.001224;0.0012703;0.00125905;0.00122366;0.00119547;0.00120301;0.00128793;0.00136294;0.00149389;0.001483;0.0015277;0.00158099;0.00166418;0.00158763;0.0014091;0.00123134;0.00112853;0.00109746;0.00102596;0.00093688;0.0008745;0.00085603;0.00087096;0.00084893;0.00082665;0.00080518;0.00079448;0.00075575;0.00074278;0.00071138;0.00070618;0.00068732
0.00161042;0.00159555;0.0016272;0.00168263;0.00166559;0.00165176;0.00154139;0.00136454;0.0013224;0.0012594;0.00125766;0.00130621;0.00134124;0.00134813;0.00130504;0.0012909;0.00132886;0.00136854;0.00148784;0.00149155;0.00153421;0.0015952;0.0016643;0.00160309;0.00143797;0.00126882;0.0011871;0.00114488;0.00107593;0.0010006;0.00093915;0.00092312;0.00091438;0.00089995;0.00087153;0.00084667;0.00081811;0.0007856;0.00077497;0.00076879;0.00076153;0.00073015
0.00179904;0.00172122;0.0016956;0.00175201;0.00177176;0.0017675;0.0017463;0.00156657;0.00152905;0.0013936;0.00137247;0.00134908;0.00140982;0.00145568;0.00144115;0.00139132;0.00142363;0.00143487;0.00152454;0.00151057;0.00155457;0.00161677;0.00165631;0.00159099;0.00146374;0.0013376;0.00127142;0.00120451;0.00111594;0.00106096;0.00102631;0.0010151;0.00098734;0.00096348;0.00093643;0.00090729;0.00085704;0.0008158;0.0008073;0.00080544;0.00080708;0.00077866
0.00200271;0.00191771;0.0018594;0.00183925;0.00187067;0.00187528;0.0019074;0.00181121;0.00174886;0.00160081;0.00154346;0.00150167;0.00148013;0.00151304;0.001542;0.0015272;0.00153579;0.00154574;0.00160606;0.00156736;0.00160513;0.00166771;0.0017042;0.00162193;0.00151283;0.0014018;0.0013533;0.00127158;0.00118761;0.00113144;0.00110499;0.00110053;0.00106553;0.00102414;0.00099353;0.00096003;0.00092334;0.00087688;0.00086731;0.00086949;0.00084594;0.00082809
0.00224891;0.00216507;0.00209976;0.00200418;0.00195971;0.00198791;0.00208373;0.00206175;0.0020268;0.00184038;0.00178233;0.00170948;0.00162451;0.00159372;0.0016221;0.00166453;0.00170313;0.00168596;0.00169788;0.00160216;0.0016317;0.00169249;0.00174344;0.00167598;0.00158811;0.00149388;0.00143366;0.00135883;0.00128193;0.00123115;0.00119798;0.0011846;0.00116569;0.00111383;0.00109041;0.00104952;0.00101351;0.00096356;0.00092841;0.00091824;0.00088732;0.00087968
0.00251253;0.00242912;0.0023814;0.00230297;0.00220698;0.00214573;0.00223961;0.00224537;0.00224827;0.0021511;0.0020876;0.00198544;0.00181533;0.00174024;0.001694;0.00175077;0.00183475;0.00185525;0.00183854;0.00174582;0.00173102;0.00175274;0.0017627;0.00171648;0.00164821;0.00158682;0.00150416;0.00144975;0.00137652;0.00132568;0.00128778;0.00126717;0.00125697;0.00122379;0.00118834;0.00115619;0.00109846;0.00106077;0.00103503;0.00100956;0.00095875;0.00094238
0.00282136;0.00274172;0.00268271;0.00264117;0.00253219;0.00240463;0.00235605;0.00236024;0.00243168;0.00242831;0.00239133;0.00223952;0.00207766;0.00199715;0.00192289;0.00183876;0.00193279;0.00199603;0.00203387;0.00192859;0.00190937;0.00186034;0.00180997;0.00176594;0.00173299;0.00170433;0.00159447;0.00152586;0.00145768;0.0014009;0.00136972;0.00133484;0.00134953;0.00132794;0.00131323;0.00128363;0.00122885;0.00117761;0.00113665;0.00109959;0.00104865;0.00102696
0.00306973;0.00313006;0.00308709;0.00303116;0.00291413;0.0027528;0.00260552;0.00248868;0.00257216;0.00263558;0.00263063;0.002561;0.0023937;0.00233315;0.00218943;0.00203056;0.00198929;0.00208541;0.00219942;0.00216381;0.00211048;0.00204702;0.00194797;0.00188027;0.00183928;0.00183281;0.00173839;0.00167438;0.00157416;0.00150433;0.00146717;0.00143605;0.00144683;0.00141673;0.00140441;0.00139991;0.00135098;0.00129459;0.00123561;0.00120343;0.00116916;0.00112873
0.00334901;0.00342104;0.00349618;0.00343861;0.00329012;0.00316484;0.00299854;0.00279282;0.00274415;0.00280023;0.00286186;0.00282589;0.00277778;0.00268686;0.00250963;0.00227824;0.00216363;0.00215581;0.0022944;0.00234624;0.00234693;0.00224681;0.00213815;0.0020303;0.00195607;0.00195094;0.00187905;0.00181414;0.00170649;0.00161943;0.00159334;0.00155618;0.00157163;0.00153449;0.0015171;0.00151239;0.00148281;0.00141798;0.00134929;0.00131609;0.00129344;0.00126392
0.00374676;0.00378969;0.00386259;0.0038913;0.00371725;0.00356121;0.00342019;0.00323556;0.00307706;0.00300584;0.00302484;0.0030655;0.00307867;0.00303143;0.00286286;0.00263394;0.00244617;0.00235875;0.00237423;0.00247279;0.00255356;0.00251732;0.002394;0.00227488;0.00215027;0.00210128;0.002045;0.00198116;0.00188948;0.00178272;0.00174646;0.00170065;0.00172149;0.00167645;0.00165288;0.00162666;0.0015994;0.00157219;0.0015083;0.00148894;0.00142677;0.00140949
0.00424938;0.00427175;0.00430885;0.00426878;0.00420543;0.00405926;0.00392012;0.00376277;0.00358908;0.00336718;0.003223;0.00324782;0.0033307;0.00330936;0.00324868;0.00303691;0.00285337;0.00266883;0.00257711;0.00256059;0.00264534;0.00271397;0.00265985;0.00253246;0.00242893;0.00233532;0.00224817;0.00215653;0.00207555;0.00198267;0.00192886;0.00186657;0.00188185;0.00184323;0.00183309;0.00177564;0.00172485;0.00168446;0.0016539;0.00163349;0.00155597;0.00155134
0.00478889;0.00473651;0.00479643;0.00471435;0.00464617;0.0045844;0.00445511;0.00425937;0.00411346;0.00387791;0.00363886;0.00350843;0.00353836;0.00358117;0.00358241;0.0035171;0.00331199;0.00311458;0.00294354;0.0027833;0.00273349;0.00287083;0.00286964;0.00282987;0.00271076;0.00262137;0.00247093;0.00235526;0.00225419;0.00219462;0.0021373;0.00207057;0.00204047;0.00199563;0.00198089;0.00191736;0.00185943;0.0018204;0.00182151;0.00182562;0.00173582;0.00172198
0.00537451;0.00528117;0.00530378;0.00525463;0.00513932;0.00508418;0.00504793;0.00483982;0.00467956;0.00447012;0.00422921;0.00397537;0.00379719;0.00383746;0.00392637;0.00388483;0.00380808;0.00361464;0.00350377;0.00318276;0.00305379;0.0029393;0.0030686;0.00306922;0.00303254;0.00292762;0.00279788;0.00262122;0.00253609;0.00241554;0.00237791;0.00229622;0.00225015;0.00218262;0.00217642;0.00211107;0.00205989;0.00200691;0.00199379;0.00199301;0.00192787;0.00191062
0.00587561;0.00595697;0.0059799;0.00582061;0.0057758;0.0056108;0.0056135;0.00543666;0.00521593;0.00509946;0.00485594;0.00455497;0.00428378;0.00410574;0.00417613;0.00423971;0.00417778;0.00411353;0.00393627;0.00368791;0.00349864;0.0031523;0.0032026;0.00336212;0.00333627;0.00324424;0.00309783;0.00295811;0.00273794;0.00264075;0.00259793;0.00255205;0.00246643;0.00241428;0.00235175;0.00233812;0.00229098;0.00225511;0.00221797;0.00219252;0.00213907;0.00212629
0.00631501;0.00659359;0.00667773;0.00649777;0.00645758;0.00634245;0.00613497;0.00596235;0.00582315;0.00565643;0.00545672;0.00524154;0.00485985;0.00452018;0.00439375;0.00452583;0.00455686;0.00447204;0.00434993;0.0041104;0.00409486;0.00351574;0.00343812;0.00352542;0.00363972;0.00349877;0.00338655;0.00324052;0.00297449;0.00290622;0.00284459;0.00275724;0.00271635;0.00267665;0.0026004;0.00257334;0.00251135;0.00252327;0.00245773;0.00240479;0.00235517;0.0023702
0.00702001;0.00725765;0.00744012;0.00732048;0.00719191;0.00706632;0.00684238;0.0064999;0.00641534;0.00643667;0.00600285;0.00589337;0.00549193;0.00514865;0.00478112;0.00474694;0.00484832;0.00477967;0.00464234;0.00457493;0.00464115;0.00410805;0.00387418;0.00382737;0.00383498;0.00386504;0.00367063;0.00358647;0.00325218;0.00329082;0.00312988;0.0030257;0.00301024;0.00299188;0.00285843;0.00285714;0.00277926;0.0027919;0.00273976;0.00267867;0.00258882;0.00262494
0.00782421;0.00809032;0.00819899;0.00804509;0.0079856;0.00779282;0.0075822;0.00716139;0.00701212;0.00714047;0.00672149;0.00649049;0.00612329;0.005952;0.00532389;0.00519913;0.00507294;0.00508124;0.00501538;0.00503911;0.0051046;0.00462428;0.00448056;0.00429127;0.00416467;0.00409295;0.00406238;0.00392756;0.00360311;0.00371286;0.00349899;0.00335566;0.00331589;0.00328238;0.00320778;0.0031646;0.00304417;0.00302748;0.00299863;0.00297151;0.00281995;0.00289605
0.00845162;0.00889698;0.00903928;0.00875411;0.00872787;0.00860131;0.00843888;0.00786549;0.0077182;0.00797997;0.00748022;0.00720219;0.00676209;0.00675078;0.0060332;0.00579931;0.00555141;0.00543882;0.00546983;0.00549174;0.00547844;0.00520864;0.00503331;0.00497014;0.00465364;0.004509;0.00435964;0.00434004;0.00400119;0.00413313;0.00388264;0.00376665;0.00365072;0.00357525;0.00351727;0.00352388;0.00335635;0.00332334;0.00329492;0.00327512;0.00316607;0.00315922
0.00896649;0.00940008;0.00985743;0.00951117;0.00952817;0.00949496;0.00941679;0.00879307;0.00848228;0.00888667;0.00835141;0.00802021;0.00767078;0.00756868;0.00689523;0.00663862;0.00622847;0.00603858;0.00611297;0.00599728;0.0059636;0.00565916;0.00572819;0.00563968;0.00530068;0.00511627;0.00477929;0.0046546;0.00464227;0.00460285;0.00439611;0.00421233;0.00411392;0.00389621;0.00391025;0.00386212;0.00374026;0.00370721;0.0035941;0.00360626;0.00348747;0.0034914
